date,Net Sales_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Cost of Materials Consumed_QTR,Finance Costs_QTR,Other Expenses_QTR,Purchases of stock-in-trade_QTR,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_QTR",Employee benefit expense_QTR,Depreciation and amortisation expense_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Current tax_QTR,Deferred tax_QTR,Minority Interest_QTR,Share of Profit & Loss of Asso_QTR,Net Profit after Mino Inter & Share of P & L_QTR,Any Other_QTR,Income Attributable to Consolidated Group_QTR,EPS after Extraordinary items (in Rs)_QTR,Exceptional Item_QTR,Profit after Interest but before Exceptional Items_QTR,Net Profit Loss for the period from continuing operations_QTR,Profit (loss) from discontinuing operations before tax_QTR,Tax expense of discontinuing operations_QTR,Net profit (loss) from discontinuing operation after tax_QTR,Other Comprehensive Income Net of Taxes_QTR,Any Other Comprehensive Item_QTR,Total Comprehensive Income for the Period_QTR,Total Amount of items that will not be reclassified to profit and loss_QTR,Income tax relating to items that will not be reclassified to profit or loss_QTR,Total Amount of items that will be reclassified to profit and loss_QTR,Income tax relating to items that will be reclassified to profit or loss_QTR,Net movement in regulatory deferral account balances_QTR,Share of profit(loss) of associates and joint ventures_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Others_QTR,Short/(Excess) Provision of Earlier Years_QTR,Deferred tax liability / (asset)_QTR,Net Sales/Revenue From Operations_QTR,Revenue from Operations_QTR,Purchase of Stock in Trade_QTR,Basic EPS before Extraordinary items_QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Interest_QTR,Diluted EPS after Extraordinary items_QTR,Deferred Tax_QTR,"Changes in inventories of finished goods, wip and Stock-in-trade_QTR",Cost of Material Consumed_QTR,Foreign Exchange (Gain) / Loss_QTR,Diluted EPS before Extraordinary items_QTR,Profit before Interest and Exceptional Items_QTR,Face Value (in Rs)_QTR,Employee Benefit Expenses_QTR,Net Sales/Income from Operations (Net of Excise Duty)_QTR,Other Operating Income_QTR,Basic EPS after Extraordinary items_QTR,Current - net of Short/(Excess) provision of earlier years_QTR,Equity Capital_QTR,Excise Duty On Sale_QTR,Gross Sales / Income from operations_QTR,Employee benefits expenses_QTR,Purchases of Stock in Trade_QTR,"Changes in inventories of finished goods, Work in Progress and Stock in Trade_QTR",% of the total of promoter & promoter group_QTR,%  of the total share capital of the company_QTR,Percentage of Public Shareholding_QTR,Basic & Diluted EPS after Extraordinary items_QTR,% of the total share capital of the company_QTR,%  of the total of promoter & promoter group_QTR,Encumbered Number  of Shares_QTR,Non-encumbered Number of Shares_QTR,Foreign Exchange transactions/translations (gain) / loss_QTR,Number of Public Shareholding_QTR,Financial Cost_QTR,Short/(-) excess provisions for Current tax of earlier years_QTR,Net Sales / Income from Operations_QTR,Current Tax_QTR,Current net of Short / (Excess) provision of earlier year _QTR,Finance Cost_QTR,Tax Expense_QTR,Manufacturing & Other Expenditure_QTR,Employees Cost_QTR,Material Consumption_QTR,(Increase) / Decrease In Stock In Trade & WIP_QTR,Tax expenses (Including Deferred Tax & tax for earlier year)_QTR,Foreign Exchange translation gain / (loss)_QTR,Depreciation & Amortization_QTR,Purchase of Traded Goods_QTR,Construction Materials_QTR,Material Consumed_QTR,Depreciation / Amortisation_QTR,Purchase of Trade Goods_QTR,Foreign Exchange (Gain) / Loss (Net)_QTR,Tax expenses (Including Deferred Tax)_QTR,Manufacturing & Other Expenses_QTR,Foreign Exchange Traslation_QTR,Materials Consumption_QTR,Other Expenditure_QTR,Foreign Exchange Traslation Exp_QTR,"Tax expenses (Including Deferred Tax, Fringe Benifit Tax & earlier year provision)_QTR",Income Tax Relating to Earlier Years_QTR,Consumption of Materials_QTR,Deferred Tax & Fringe Benefit Tax_QTR,Consumption of Raw Materials_QTR,Extraordinary Items_QTR,Provision for Investment / loan in Subsidiary_QTR
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-11,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-12,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-13,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-14,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-15,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-16,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-17,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-18,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-19,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-20,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-21,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-22,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-23,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-24,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-25,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-26,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-27,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-28,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-29,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87.10,,"-6,854.40",,,"-2,373.40",,,,-396.10,887.70,-274.70,613.00,613.00,,,,,,,,,-93.60,981.30,,,,,,,,,,,,,,,,,,Notes,4.86,4.86,2014-09-30,,,,"7,806.00",,-291.60,,951.60,-57.40,,-86.20,790.60,"-3,208.60",,,"1,038.70",2.00,"-1,375.30","7,748.70",57.30,,-188.50,252.40,,,,,,98.81,0.54,54.11,4.86,45.35,1.19,"6,90,350.00","5,72,27,805.00",-93.60,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-01,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-02,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-03,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-04,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-05,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-06,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-07,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-08,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-09,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-10,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-11,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-12,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-13,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-14,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-15,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-16,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-17,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-18,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-19,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-20,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-21,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.40,,"-6,615.00",,,"-2,125.10",,,,-419.90,685.50,-270.20,415.30,415.30,,,,,,,,,-111.50,797.00,,,,,,,,,,,,,,,,,,Notes,3.29,3.29,2014-10-22,,,,"7,406.50",,-310.60,,791.50,-58.90,,-128.00,3.30,"-2,419.00",,,855.90,2.00,"-1,343.70","7,341.30",65.20,,-142.20,252.40,,,,,,97.86,0.98,54.11,3.29,44.91,2.14,"12,40,350.00","5,66,77,805.00",-111.50,"6,82,80,954.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
