Net Sales/Revenue From Operations,Revenue from Operations,Other Income,Total Income,Expenditure,Provisions and Loan Losses,Depreciation and amortisation expense,Employee benefit expense,Finance Costs,Other Expenses,Profit after Interest but before Exceptional Items,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Tax,Current tax,Deferred tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,Impairment on financial instruments,Other Expenditure,Net loss on fair value changes,Basic EPS for continuing operation,Diluted EPS for continuing operation,Profit before extraordinary items and Tax,Net Profit after Mino Inter & Share of P & L,Net profit (loss) from discontinuing operation after tax,Profit (loss) from discontinuing operations before tax,Deferred Tax,Minority Interest,Share of Profit & Loss of Asso,Exceptional Item,Extraordinary Items,Tax expense of discontinuing operations,Any Other,Business origination outsourcing,Net Sales,Other operating expenses,Income Attributable to Consolidated Group,EPS after Extraordinary items (in Rs),Net Profit Loss for the period from continuing operations,Provisions and loan losses,Prior year,Reserves,"Profit or Loss, Attributable to Owners of Parent",Prior Period Items,Employee Benefit Expenses,Equity Capital,"Total Profit or Loss, Attributable to Non-Controlling Interests",Other Operating Income,Diluted EPS before Extraordinary items,Interest,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests,EPS before Extraordinary items (in Rs),Depreciation & amortization expense,Other Comprehensive Income Net of Taxes,"Profit from Operations before Other Income, Interest and Exceptional Items",Business Origination Outsourcing,Diluted EPS after Extraordinary items,Total Comprehensive Income for the Period,Comprehensive Income for the Period Attributable to Owners of Parent,Income from Operations,Provisions & Loan Losses,Tax expenses (Including Deferred Tax),Cost of Investment In Sub,Basic EPS after Extraordinary items,Any Other Comprehensive Item,Profit before Interest and Exceptional Items,Other Operating Expenditure,Basic EPS before Extraordinary items,Face Value (in Rs),Interest (Finance Charges),Interest (Including Financial Charges),Tax Expenses (including deferred tax),Loan Provision and Write Offs,Finance Cost,Pending at the beginning of the quarter,Debt Equity Ratio,Percentage of Public Shareholding,Disposed of during the quarter,Debt Service Coverage Ratio,Debt Earning Per Share (EPS),Paid up Debt Capital,Received during the quarter,Depreciation,Debt Face Value,Debenture Redemption Reserve,Remaining unresolved at the end of the quarter,Number of Public Shareholding,"Provision, Loan Losses & Other Charges",Employees Cost,Investor Complaints,Interest Service Coverage Ratio,Branch Closure Costs / Losses,MTM Adjustment for Derivatives,Finance Charges,Deferred Tax & Fringe Benefit Tax,Total Amount of items that will not be reclassified to profit and loss,Income tax relating to items that will not be reclassified to profit or loss,Total Amount of items that will be reclassified to profit and loss,Income tax relating to items that will be reclassified to profit or loss,Net movement in regulatory deferral account balances,Share of profit(loss) of associates and joint ventures
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-12,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-13,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-14,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-15,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-16,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-17,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-18,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-19,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-20,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-21,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-22,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-23,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-24,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-25,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-26,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-27,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-28,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-29,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-11-30,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-01,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-02,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-03,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-04,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-05,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-06,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-07,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-08,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-09,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-10,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-11,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-12,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-13,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-14,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-15,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-16,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-17,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-18,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-19,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-20,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-21,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-22,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-23,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-24,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-25,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-26,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-27,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"46,660.70",33.60,"46,968.40","-35,894.10",,-390.20,"-4,140.90",,,"11,074.30","11,074.30","-3,895.10",,,"7,179.20","7,179.20",46.05,46.03,Notes,2016-12-28,,,,,,"11,074.30","7,194.30",0.00,0.00,,15.10,0.00,0.00,0.00,0.00,0.00,"-1,817.70","46,934.80","-4,106.50","7,194.30",,"7,179.20",,,,,,,,,274.10,,,,,,,,,,,,,,,,,,,,,,,,"-3,895.10","-3,159.60","-22,279.20",,,,,,,,,,,,,,,,,,,,,,,,,,,
