date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Cost of Materials Consumed_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Employee benefit expense_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued operation_YRLY,Diluted for discontinued operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Net Sales/Revenue From Operations_YRLY,Income Tax_YRLY,Excise Duty_YRLY,"Consumption of Provision, Wines & Others_YRLY","Consumption of Provisions, Stores, Wines & Others_YRLY",Diluted earnings per share after extraordinary items_YRLY,Interest_YRLY,Net sales or Revenue from Operations_YRLY,Profit before Interest and Exceptional Items_YRLY,Deferred Tax_YRLY,Equity Capital_YRLY,"Profit from Operations before Other Income, Interest and Exceptional Items_YRLY",Basic earnings per share after extraordinary items_YRLY,Other Operating Revenues_YRLY,Face Value (in Rs)_YRLY,Total current tax_YRLY,Diluted earnings per share before extraordinary items_YRLY,Deffered Tax_YRLY,Basic earnings per share before extraordinary items_YRLY,Current Tax_YRLY,% of the total of promoter & promoter group_YRLY,Depreciation & Amortization_YRLY,Basic & Diluted EPS before Extraordinary items_YRLY,Other Operating Income_YRLY,Net Sales / Income from Operations_YRLY,Non-encumbered Number of Shares_YRLY,Basic & Diluted EPS after Extraordinary items_YRLY,Financial Cost_YRLY,% of the total share capital of the company_YRLY,Employee Benefit Expenses_YRLY,Percentage of Public Shareholding_YRLY,Number of Public Shareholding_YRLY,Extraordinary Items_YRLY,Employees Benefits Expenses_YRLY,Finance Cost_YRLY,Depreciation_YRLY,Power & Fuel_YRLY,Other Expenditure_YRLY,Employees Cost_YRLY,%  of the total of promoter & promoter group_YRLY,%  of the total share capital of the company_YRLY,Encumbered Number  of Shares_YRLY,"Consumption of Provisions, Stores, Wines & Smokes_YRLY",Cost of Power & Fuel_YRLY
2015-06-24,,66.20,,"-2,913.80",,,"-1,222.80",,,236.60,-38.00,198.60,198.60,,,,,,,,,109.90,126.70,,,,,,,,,,,,,,,,,,,,Notes,0.35,0.35,"3,024.20",,,,-449.00,,-49.90,,176.60,-26.20,"1,143.10",110.40,,,2.00,,,,,-11.80,100.00,-291.30,0.35,30.40,"2,993.80","20,14,58,239.00",0.35,-49.90,35.25,-950.70,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-06-25,,66.20,,"-2,913.80",,,"-1,222.80",,,236.60,-38.00,198.60,198.60,,,,,,,,,109.90,126.70,,,,,,,,,,,,,,,,,,,,Notes,0.35,0.35,"3,024.20",,,,-449.00,,-49.90,,176.60,-26.20,"1,143.10",110.40,,,2.00,,,,,-11.80,100.00,-291.30,0.35,30.40,"2,993.80","20,14,58,239.00",0.35,-49.90,35.25,-950.70,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-06-26,,66.20,,"-2,913.80",,,"-1,222.80",,,236.60,-38.00,198.60,198.60,,,,,,,,,109.90,126.70,,,,,,,,,,,,,,,,,,,,Notes,0.35,0.35,"3,024.20",,,,-449.00,,-49.90,,176.60,-26.20,"1,143.10",110.40,,,2.00,,,,,-11.80,100.00,-291.30,0.35,30.40,"2,993.80","20,14,58,239.00",0.35,-49.90,35.25,-950.70,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-06-27,,66.20,,"-2,913.80",,,"-1,222.80",,,236.60,-38.00,198.60,198.60,,,,,,,,,109.90,126.70,,,,,,,,,,,,,,,,,,,,Notes,0.35,0.35,"3,024.20",,,,-449.00,,-49.90,,176.60,-26.20,"1,143.10",110.40,,,2.00,,,,,-11.80,100.00,-291.30,0.35,30.40,"2,993.80","20,14,58,239.00",0.35,-49.90,35.25,-950.70,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-06-28,,66.20,,"-2,913.80",,,"-1,222.80",,,236.60,-38.00,198.60,198.60,,,,,,,,,109.90,126.70,,,,,,,,,,,,,,,,,,,,Notes,0.35,0.35,"3,024.20",,,,-449.00,,-49.90,,176.60,-26.20,"1,143.10",110.40,,,2.00,,,,,-11.80,100.00,-291.30,0.35,30.40,"2,993.80","20,14,58,239.00",0.35,-49.90,35.25,-950.70,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-06-29,,66.20,,"-2,913.80",,,"-1,222.80",,,236.60,-38.00,198.60,198.60,,,,,,,,,109.90,126.70,,,,,,,,,,,,,,,,,,,,Notes,0.35,0.35,"3,024.20",,,,-449.00,,-49.90,,176.60,-26.20,"1,143.10",110.40,,,2.00,,,,,-11.80,100.00,-291.30,0.35,30.40,"2,993.80","20,14,58,239.00",0.35,-49.90,35.25,-950.70,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-06-30,,66.20,,"-2,913.80",,,"-1,222.80",,,236.60,-38.00,198.60,198.60,,,,,,,,,109.90,126.70,,,,,,,,,,,,,,,,,,,,Notes,0.35,0.35,"3,024.20",,,,-449.00,,-49.90,,176.60,-26.20,"1,143.10",110.40,,,2.00,,,,,-11.80,100.00,-291.30,0.35,30.40,"2,993.80","20,14,58,239.00",0.35,-49.90,35.25,-950.70,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-01,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-02,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-03,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-04,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-05,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-06,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-07,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-08,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-09,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-10,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-11,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-12,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-13,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-14,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-15,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-16,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-17,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-18,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-19,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-20,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-21,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-22,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-23,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-24,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-25,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-26,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-27,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-28,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-29,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-30,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-07-31,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-01,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-02,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-03,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-04,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-05,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-06,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-07,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-08,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-09,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-10,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-11,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-12,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-13,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-14,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-15,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
2015-08-16,,97.50,,"-2,937.60",,,"-1,206.50",,,123.90,-15.30,108.60,108.60,,,,,,,,,,123.90,,,,,,,,,,,,,,,,,,,,Notes,0.19,0.19,"3,025.10",,,,-467.70,,-61.10,,185.00,9.30,"1,143.10",87.50,,,2.00,,,,,-24.60,100.00,-293.00,0.19,44.40,"2,980.70","20,14,58,239.00",0.19,,35.25,-970.40,64.75,"37,01,11,175.00",,,,,,,,,,,,
