date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Employee benefit expense_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Purchases of stock-in-trade_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Depreciation and amortisation expenses_YRLY,Interest income on income tax refund_YRLY,Deferred Tax_YRLY,Profit before extraordinary items and Tax_YRLY,Revenue from Operations_YRLY,Extraordinary Items_YRLY,Short provision for tax relating to prior years_YRLY
2016-05-22,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-23,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-24,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-25,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-26,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-27,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-28,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-29,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-30,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-31,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-01,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-02,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-03,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-04,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-05,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-06,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-07,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-08,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-09,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-10,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-11,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-12,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-13,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-14,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-15,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-16,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-17,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-18,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-19,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-20,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-21,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-22,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-23,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-24,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-25,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-26,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-27,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-28,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-29,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-06-30,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-01,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-02,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-03,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-04,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-05,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-06,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-07,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-08,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-09,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-10,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-11,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-12,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-13,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-14,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-15,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-16,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-17,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-18,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-07-19,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
