date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Employee benefit expense_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Purchases of stock-in-trade_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Depreciation and amortisation expenses_YRLY,Interest income on income tax refund_YRLY,Deferred Tax_YRLY,Profit before extraordinary items and Tax_YRLY,Revenue from Operations_YRLY,Extraordinary Items_YRLY,Short provision for tax relating to prior years_YRLY
2020-03-19,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-20,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-21,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-22,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-23,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-24,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-25,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-26,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-27,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-28,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-29,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-30,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2020-03-31,"37,432.60",584.00,"38,016.60","-34,221.70",-151.80,"-2,943.50","-6,603.10",,"-24,157.90",-365.40,"3,794.90","-1,025.60","2,769.30","2,769.30","-1,060.30",34.70,0.00,0.00,"2,769.30",0.00,"2,769.30",,0.00,"3,794.90","2,769.30",0.00,0.00,0.00,-296.70,0.00,"2,472.60",0.00,0.00,0.00,0.00,0.00,0.00,26.66,26.66,26.66,26.66,Notes,26.66,26.66,,,,,,,
2018-04-01,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-02,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-03,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-04,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-05,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-06,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-07,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-08,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-09,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-10,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-11,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-12,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-13,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-14,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-15,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-16,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-17,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-18,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-19,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-20,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-21,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-22,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-23,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-24,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-25,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-26,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-27,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-28,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-29,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-04-30,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-01,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-02,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-03,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-04,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-05,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-06,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-07,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-08,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-09,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-10,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-11,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-12,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-13,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
