date,Net Sales/Revenue From Operations_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Cost of Materials Consumed_QTR,Finance Costs_QTR,Other Expenses_QTR,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_QTR",Depreciation and amortisation expense_QTR,Employee benefit expense_QTR,Purchases of stock-in-trade_QTR,Profit after Interest but before Exceptional Items_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Current tax_QTR,Deferred tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Basic for discontinued operation_QTR,Impairment_QTR,Diluted for discontinued operation_QTR,Tax for earlier years_QTR,Excise Duty_QTR,Revenue from Operations_QTR,Exceptional Item_QTR,Diluted earnings per share before extraordinary items_QTR,Basic earnings per share after extraordinary items_QTR,Basic earnings per share before extraordinary items_QTR,Profit before Interest and Exceptional Items_QTR,Other Operating Revenues_QTR,Diluted earnings per share after extraordinary items_QTR,Net sales or Revenue from Operations_QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Equity Capital_QTR,Face Value (in Rs)_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Basic & Diluted EPS before Extraordinary items_QTR,Purchases of Stock in Trade_QTR,Other Operating Income_QTR,"Changes in inventories of finished goods, Work in Progress and Stock in Trade_QTR",Sales_QTR,Depreciation and amortisation expenses_QTR,% of the total share capital of the company_QTR,Net Sales/Income from Operations (Net of Excise Duty)_QTR,Percentage of Public Shareholding_QTR,% of the total of promoter & promoter group_QTR,Employee Benefit Expenses_QTR,Non-encumbered Number of Shares_QTR,Number of Public Shareholding_QTR,"Changes in inventories of finished goods, wip and Stock-in-trade_QTR",Diluted EPS before Extraordinary items_QTR,Diluted EPS after Extraordinary items_QTR,Basic EPS after Extraordinary items_QTR,Deferred Tax_QTR,Current Tax_QTR,Basic EPS before Extraordinary items_QTR,Net Sales / Income from Operations_QTR,Tax Expense_QTR,Depreciation & Amortization_QTR,Purchase of Stock in Trade_QTR,Other Expenditure_QTR,Cost of Material Consumed_QTR,(Increase) / Decrease In Stock In Trade & WIP_QTR,Purchase of Traded Goods_QTR,Consumption of Raw / Packing Materials_QTR,Employees Cost_QTR,Interest_QTR,Depreciation_QTR,Net Sales_QTR,Consumption of Raw & Packaging Materials_QTR,Consumption of Raw Materials_QTR,Consumption of Raw Materials & Packaging Materials_QTR,Fringe Benefit Tax_QTR,Prior Year_QTR
2015-01-04,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-05,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-06,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-07,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-08,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-09,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-10,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-11,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-12,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-13,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-14,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-15,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-16,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-17,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-18,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-19,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-20,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-21,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-22,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-23,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-24,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-25,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-26,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-27,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-28,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-29,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-30,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-01-31,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-01,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-02,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-03,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-04,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-05,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-06,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-07,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-08,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-09,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-10,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-11,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-12,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-13,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-14,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-15,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-16,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-17,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-18,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-19,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-20,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-21,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-22,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-23,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-24,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-25,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-26,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-27,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-02-28,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-03-01,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-03-02,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
2015-03-03,"1,987.60",49.41,,"-1,902.54",-588.76,,-694.55,,-44.33,,,134.47,134.47,-38.28,,,96.19,96.19,,,,,Notes,5.80,5.80,,,,,,,,,,,134.47,,,,85.06,165.99,10.00,,,-319.16,90.52,,,,51.80,"1,897.08",48.20,100.00,-304.74,"85,99,224.00","80,00,158.00",49.00,5.80,5.80,5.80,,,5.80,,-38.28,,,,,,,,,,,,,,,,
