Net Sales,Other Income,Total Income,Expenditure,Cost of Materials Consumed,Finance Costs,Other Expenses,Purchases of stock-in-trade,"Changes in inventories of finished goods, work-in-progress and stock-in-trade",Employee benefit expense,Depreciation and amortisation expense,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Current tax,Deferred tax,Minority Interest,Share of Profit & Loss of Asso,Net Profit after Mino Inter & Share of P & L,Any Other,Income Attributable to Consolidated Group,EPS after Extraordinary items (in Rs),Exceptional Item,Profit after Interest but before Exceptional Items,Net Profit Loss for the period from continuing operations,Profit (loss) from discontinuing operations before tax,Tax expense of discontinuing operations,Net profit (loss) from discontinuing operation after tax,Other Comprehensive Income Net of Taxes,Any Other Comprehensive Item,Total Comprehensive Income for the Period,Total Amount of items that will not be reclassified to profit and loss,Income tax relating to items that will not be reclassified to profit or loss,Total Amount of items that will be reclassified to profit and loss,Income tax relating to items that will be reclassified to profit or loss,Net movement in regulatory deferral account balances,Share of profit(loss) of associates and joint ventures,Basic EPS for continuing operation,Diluted EPS for continuing operation,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,Othe Expenses,Other expensees,Net Sales/Revenue From Operations,Purchases of Stock in Trade,Depreciation and amortisation expenses,Excise Duty,Employee benefits expenses,Revenue from Operations,Others,Net Sales / Income from Operations,Basic & Diluted EPS after Extraordinary items,Other Operating Income,Employee Benefit Expenses,Profit before Interest and Exceptional Items,"Profit from Operations before Other Income, Interest and Exceptional Items",Face Value (in Rs),Cost of Material Consumed,Interest,Basic & Diluted EPS before Extraordinary items,Equity Capital,"Changes in inventories of finished goods, wip and Stock-in-trade",Other Expenditure,Diluted earnings per share before extraordinary items,Net sales or Revenue from Operations,Basic earnings per share after extraordinary items,Other Operating Revenues,Diluted earnings per share after extraordinary items,Basic earnings per share before extraordinary items,Non-encumbered Number of Shares,Percentage of Public Shareholding,% of the total share capital of the company,Number of Public Shareholding,% of the total of promoter & promoter group,Net Sales/Income from Operations (Net of Excise Duty),Purchase of Stock in Trade,Financial Cost,(Increase) / Decrease In Stock In Trade & WIP,Employees Cost,Depreciation,Consumption of Raw Materials,Purchase of Traded Goods,Depreciation & amortization expense,Tax Expense,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests,"Profit or Loss, Attributable to Owners of Parent",Prior Period Items,EPS before Extraordinary items (in Rs),"Total Profit or Loss, Attributable to Non-Controlling Interests",Comprehensive Income for the Period Attributable to Owners of Parent,Extraordinary Items,Cost of Investment In Sub,Reserves
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-10-30,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-10-31,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-01,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-02,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-03,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-04,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-05,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-06,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-07,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-08,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-09,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-10,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-11,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-12,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-13,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-14,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-15,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-16,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-17,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-18,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-19,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-20,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-21,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-22,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-23,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-24,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-25,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-26,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-27,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-28,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-29,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-11-30,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-01,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-02,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-03,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-04,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-05,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-06,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-07,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-08,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-09,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-10,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-11,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-12,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-13,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-14,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-15,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-16,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-17,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-18,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-19,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-20,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-21,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-22,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-23,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-24,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-25,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-26,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-27,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-28,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-29,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-30,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.50,"3,379.40","-2,951.20","-1,128.30",-7.50,-747.10,-180.60,-437.90,-364.80,-85.00,428.20,-154.70,273.50,273.50,-181.70,27.00,,,,,,,,428.20,,,,,,,,,,,,,,,,7.87,7.87,Notes,2017-12-31,,,"3,281.90",,,,,"3,281.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,77.00,"2,202.00","-2,029.00","-1,091.00",-5.00,,-196.00,311.00,-358.00,-97.00,173.00,-61.00,112.00,112.00,-56.00,-5.00,,,,,,,,173.00,,,,,,,,,,,,,,,,3.99,3.99,Notes,2018-01-01,,,"2,125.00",,,,,,-593.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,77.00,"2,202.00","-2,029.00","-1,091.00",-5.00,,-196.00,311.00,-358.00,-97.00,173.00,-61.00,112.00,112.00,-56.00,-5.00,,,,,,,,173.00,,,,,,,,,,,,,,,,3.99,3.99,Notes,2018-01-02,,,"2,125.00",,,,,,-593.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,77.00,"2,202.00","-2,029.00","-1,091.00",-5.00,,-196.00,311.00,-358.00,-97.00,173.00,-61.00,112.00,112.00,-56.00,-5.00,,,,,,,,173.00,,,,,,,,,,,,,,,,3.99,3.99,Notes,2018-01-03,,,"2,125.00",,,,,,-593.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
