Net Sales,Other Income,Total Income,Expenditure,Cost of Materials Consumed,Finance Costs,Other Expenses,Purchases of stock-in-trade,"Changes in inventories of finished goods, work-in-progress and stock-in-trade",Employee benefit expense,Depreciation and amortisation expense,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Current tax,Deferred tax,Minority Interest,Share of Profit & Loss of Asso,Net Profit after Mino Inter & Share of P & L,Any Other,Income Attributable to Consolidated Group,EPS after Extraordinary items (in Rs),Exceptional Item,Profit after Interest but before Exceptional Items,Net Profit Loss for the period from continuing operations,Profit (loss) from discontinuing operations before tax,Tax expense of discontinuing operations,Net profit (loss) from discontinuing operation after tax,Other Comprehensive Income Net of Taxes,Any Other Comprehensive Item,Total Comprehensive Income for the Period,Total Amount of items that will not be reclassified to profit and loss,Income tax relating to items that will not be reclassified to profit or loss,Total Amount of items that will be reclassified to profit and loss,Income tax relating to items that will be reclassified to profit or loss,Net movement in regulatory deferral account balances,Share of profit(loss) of associates and joint ventures,Basic EPS for continuing operation,Diluted EPS for continuing operation,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,Othe Expenses,Other expensees,Net Sales/Revenue From Operations,Purchases of Stock in Trade,Depreciation and amortisation expenses,Excise Duty,Employee benefits expenses,Revenue from Operations,Others,Net Sales / Income from Operations,Basic & Diluted EPS after Extraordinary items,Other Operating Income,Employee Benefit Expenses,Profit before Interest and Exceptional Items,"Profit from Operations before Other Income, Interest and Exceptional Items",Face Value (in Rs),Cost of Material Consumed,Interest,Basic & Diluted EPS before Extraordinary items,Equity Capital,"Changes in inventories of finished goods, wip and Stock-in-trade",Other Expenditure,Diluted earnings per share before extraordinary items,Net sales or Revenue from Operations,Basic earnings per share after extraordinary items,Other Operating Revenues,Diluted earnings per share after extraordinary items,Basic earnings per share before extraordinary items,Non-encumbered Number of Shares,Percentage of Public Shareholding,% of the total share capital of the company,Number of Public Shareholding,% of the total of promoter & promoter group,Net Sales/Income from Operations (Net of Excise Duty),Purchase of Stock in Trade,Financial Cost,(Increase) / Decrease In Stock In Trade & WIP,Employees Cost,Depreciation,Consumption of Raw Materials,Purchase of Traded Goods,Depreciation & amortization expense,Tax Expense,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests,"Profit or Loss, Attributable to Owners of Parent",Prior Period Items,EPS before Extraordinary items (in Rs),"Total Profit or Loss, Attributable to Non-Controlling Interests",Comprehensive Income for the Period Attributable to Owners of Parent,Extraordinary Items,Cost of Investment In Sub,Reserves
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-08,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-09,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-10,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-11,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-12,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-13,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-14,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-15,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-16,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-17,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-18,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-19,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-20,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-21,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-22,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-23,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-24,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-25,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-26,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-27,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-28,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-29,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-30,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,29.90,,"-2,035.60",,,,,,,,253.00,-91.00,162.00,162.00,,,,,,,,,,253.00,,,,,,,,,,,,,,,,,,Notes,2011-12-31,,,"2,272.80",,,,,,,"2,263.60",4.66,9.20,,267.10,237.20,10.00,,-14.10,4.66,348.10,,-431.70,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,,,-211.70,-263.10,-57.60,"-1,051.70",-19.80,,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-01,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-02,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-03,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-04,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-05,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-06,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-07,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-08,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-09,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-10,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-11,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-12,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-13,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-14,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-15,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-16,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-17,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-18,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-19,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-20,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-21,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-22,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-23,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-24,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-25,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-26,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-27,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-28,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-29,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-30,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-01-31,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
,45.20,,"-1,554.20",,-17.40,,,,,,119.60,-38.70,80.90,80.90,,,,,,,,,,119.60,,,,,,,,,,,,,,,,,,Notes,2012-02-01,,,"1,646.00",,,,,,,"1,626.30",2.32,19.70,-288.10,137.00,91.80,10.00,-794.70,-17.40,2.32,348.10,34.70,-425.00,,,,,,,"2,32,51,258.00",33.20,66.80,"1,15,56,586.00",100.00,,-24.50,,,,,,,-56.60,,,,,,,,,,
