date,Net Sales_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Finance Costs_QTR,Other Expenses_QTR,Employee benefit expense_QTR,Depreciation and amortisation expense_QTR,"Marketing, distribution and promotional expense_QTR",Operational costs_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Deferred tax_QTR,Minority Interest_QTR,Share of Profit & Loss of Asso_QTR,Net Profit after Mino Inter & Share of P & L_QTR,Any Other_QTR,Income Attributable to Consolidated Group_QTR,EPS after Extraordinary items (in Rs)_QTR,Exceptional Item_QTR,Profit after Interest but before Exceptional Items_QTR,Net Profit Loss for the period from continuing operations_QTR,Profit (loss) from discontinuing operations before tax_QTR,Tax expense of discontinuing operations_QTR,Net profit (loss) from discontinuing operation after tax_QTR,Other Comprehensive Income Net of Taxes_QTR,Any Other Comprehensive Item_QTR,Total Comprehensive Income for the Period_QTR,Total Amount of items that will not be reclassified to profit and loss_QTR,Income tax relating to items that will not be reclassified to profit or loss_QTR,Total Amount of items that will be reclassified to profit and loss_QTR,Income tax relating to items that will be reclassified to profit or loss_QTR,Net movement in regulatory deferral account balances_QTR,Share of profit(loss) of associates and joint ventures_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Current tax_QTR,Operational Cost_QTR,Depreciation and amortisation expenses_QTR,Marketing distribution and promotional expense_QTR,EPS before Extraordinary items (in Rs)_QTR,"Total Profit or Loss, Attributable to Non-Controlling Interests_QTR",Employee Benefit Expenses_QTR,"Profit or Loss, Attributable to Owners of Parent_QTR",Income from Operations_QTR,Profit before Interest and Exceptional Items_QTR,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_QTR,"Marketing, Distribution & Promotional Expenses_QTR",Prior Period Items_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Interest_QTR,Cost of Investment In Sub_QTR,"Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Equity Capital_QTR,Face Value (in Rs)_QTR,Comprehensive Income for the Period Attributable to Owners of Parent_QTR,Extraordinary Items_QTR,Reserves_QTR,Revenue from Operations_QTR,"Marketing, Distribution and Business Promotion Expenses_QTR",Programming Cost_QTR
2021-07-26,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-27,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-28,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-29,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-30,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-02,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-03,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-04,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-05,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-06,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-07,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-08,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-09,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-10,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-11,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-12,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-14,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-15,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-16,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-17,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-18,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-20,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-21,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-22,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-24,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-25,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-26,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-03,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-04,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-05,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-06,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-08,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-09,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-10,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-11,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-12,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-13,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-14,"13,079.00",128.20,"13,207.20","-11,040.00",-92.10,-653.40,"-2,331.90",-288.90,"-2,381.80","-5,291.90","2,167.20",4.90,"2,172.10","2,314.00",-105.10,0.00,0.00,"2,314.00",0.00,"2,314.00",,0.00,"2,167.20","2,172.10",0.00,0.00,0.00,-43.50,0.00,"2,270.50",0.00,0.00,0.00,0.00,0.00,141.90,0.82,0.82,0.82,0.82,Notes,0.82,0.82,110.00,,,,,,,,,,,,,,,,,,,,,,,,
