Net Sales/Revenue From Operations,Other Income,Total Income,Expenditure,Finance Costs,Depreciation and amortisation expense,Employee benefit expense,Operating and Other expenses,Finance Income,Profit on sale of current investments ,Profit after Interest but before Exceptional Items,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Basic EPS for continuing operation,Diluted EPS for continuing operation,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,Exceptional Item,Cost of Goods sold,Provision for Contingency,Other (gains)  / losses,Provision for Contingencies ,License Fees & Spectrum Charges,Employee Benefit Expenses,Equity Capital,Other Operating Income,Marketing & Business Promotion Expenses,Administration & Other Expenditure,Interest,Net Sales/ Income from Telecommunication services ,Network Operations Costs,Interconnect & Other Access Costs,"Profit from Operations before Other Income, Interest and Exceptional Items",Diluted EPS after Extraordinary items,Basic EPS after Extraordinary items,Depreciation & Amortization,Profit before Interest and Exceptional Items,Face Value (in Rs),Cost of Goods Sold,Operating & Other Expenses,Revenue from Operations,Employee benefits expenses,Percentage of Public Shareholding,Diluted EPS before Extraordinary items,% of the total of promoter & promoter group,%  of the total share capital of the company,% of the total share capital of the company,Number of Public Shareholding,Encumbered Number  of Shares,%  of the total of promoter & promoter group,Employees Cost,Non-encumbered Number of Shares,Basic EPS before Extraordinary items,Basic & Diluted EPS before Extraordinary items,Basic & Diluted EPS after Extraordinary items,Net Sales / Income from Operations,Employee Cost,Licence Fee & Spectrum Charges,Employee Coast,Financial Cost,Adminstrative & Other Expensess,Network & Other Charges,Network Operation Expenditure,Administration & Other Expenditures,Access & Interconnection Charges,Networking Operating Cost / Expenses,Depreciation / Amortisation,Profit on Sale of Long Term Investments,Income from Telecommunications Services,Adminstrative & Other Expenses,Fringe Benefit Tax,Depreciation,Tax,Administrative & Other Expenses,Reserves
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-07-21,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-07-22,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-07-23,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-07-24,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-07-25,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-07-26,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-07-27,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-07-28,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-07-29,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-07-30,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-07-31,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-01,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-02,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-03,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-04,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-05,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-06,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-07,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-08,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-09,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-10,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-11,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-12,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-13,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-14,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-15,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-16,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-17,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-18,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-19,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-20,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-21,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-22,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-23,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-24,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-25,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-26,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-27,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-28,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-29,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-30,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-08-31,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-01,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-02,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-03,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-04,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-05,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-06,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-07,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-08,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-09,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-10,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-11,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-12,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-13,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-14,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-15,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-16,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-17,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-18,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-19,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-20,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-21,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-22,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-23,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-24,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,772.00",383.80,"13,155.80","-23,142.90","-15,591.00","-1,775.80",-647.90,"-9,480.20",60.50,241.60,"-9,987.10","-6,676.00","-6,676.00","-6,676.00",-3.41,-3.41,-3.41,-3.41,Notes,2018-09-25,"3,311.10",-6.30,"4,056.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
